submission_id,response1,context_picture,experiment_id,picture2,correct1,question1,problems,enjoyment,item,botresponse,correct2,understand,text,condition,sentence,age,response,comments,picture1,response3,education,languages,sex,RT,correct3,context,trial_number,startTime,attempts,picture,question3,fairprice,question2,size,response2,trial_name
433,swan,NA,10,warmup/canary.jpg,swan,This is a,NA,NA,birds,patricia,canary,yes,Please label the pictures below.,NA,NA,28,NA,NA,warmup/swan.jpg,birds,NA,NA,NA,NA,birds,NA,1,1566833149190,1,NA,This is a,NA,These are both,NA,hummingbird,warmup1
433,swan,NA,10,warmup/canary.jpg,swan,This is a,NA,NA,birds,patricia,canary,yes,Please label the pictures below.,NA,NA,28,NA,NA,warmup/swan.jpg,birds,NA,NA,NA,NA,birds,NA,1,1566833149190,2,NA,This is a,NA,These are both,NA,canary,warmup1
433,swordfish,NA,10,warmup/goldfish.png,swordfish,This is a,NA,NA,fish,patricia,goldfish,yes,Please label the pictures below.,NA,NA,28,NA,NA,warmup/swordfish.jpg,fish,NA,NA,NA,NA,fish,NA,2,1566833149190,1,NA,This is a,NA,These are both,NA,redfush,warmup1
433,swordfish,NA,10,warmup/goldfish.png,swordfish,This is a,NA,NA,fish,patricia,goldfish,yes,Please label the pictures below.,NA,NA,28,NA,NA,warmup/swordfish.jpg,fish,NA,NA,NA,NA,fish,NA,2,1566833149190,2,NA,This is a,NA,These are both,NA,goldfish,warmup1
433,dog,NA,10,warmup/doberman.png,chihuahua,This is a,NA,NA,dogs,patricia,doberman,yes,Please label the pictures below.,NA,NA,28,NA,NA,warmup/chihuahua.jpg,dogs,NA,NA,NA,NA,dogs,NA,3,1566833149190,1,NA,This is a,NA,These are both,NA,dogs,warmup1
433,chihuahua,NA,10,warmup/doberman.png,chihuahua,This is a,NA,NA,dogs,patricia,doberman,yes,Please label the pictures below.,NA,NA,28,NA,NA,warmup/chihuahua.jpg,dogs,NA,NA,NA,NA,dogs,NA,3,1566833149190,2,NA,This is a,NA,These are both,NA,doberman,warmup1
433,NA,images/dog-parade.png,10,NA,NA,That's a big,NA,NA,dogs,patricia,NA,yes,This one is also in the parade.,prenominal,You say to your friend:,28,doberman,NA,NA,NA,NA,NA,NA,NA,NA,You see a parade of animals.,1,1566833149190,NA,images/doberman.png,NA,NA,NA,big,NA,main1
433,NA,images/bird-parade3.png,10,NA,NA,That's a small,NA,NA,birds,patricia,NA,yes,This one is also in the parade.,prenominal,You say to your friend:,28,canary,NA,NA,NA,NA,NA,NA,NA,NA,You see a parade of animals.,2,1566833149190,NA,images/canary.png,NA,NA,NA,small,NA,main1
433,NA,images/fish-parade.png,10,NA,NA,That's a small,NA,NA,fish,patricia,NA,yes,This one is also in the parade.,prenominal,You say to your friend:,28,goldfish,NA,NA,NA,NA,NA,NA,NA,NA,You see a parade of animals.,3,1566833149190,NA,images/goldfish.png,NA,NA,NA,small,NA,main1
433,daisy,NA,10,warmup/peony.png,daisy,This is a,NA,NA,flowers,patricia,peony,yes,Please label the pictures below.,NA,NA,28,NA,NA,warmup/daisy.png,flowers,NA,NA,NA,NA,flowers,NA,1,1566833149190,1,NA,This is a,NA,These are both,NA,rose,warmup2
433,daisy,NA,10,warmup/peony.png,daisy,This is a,NA,NA,flowers,patricia,peony,yes,Please label the pictures below.,NA,NA,28,NA,NA,warmup/daisy.png,flowers,NA,NA,NA,NA,flowers,NA,1,1566833149190,2,NA,This is a,NA,These are both,NA,peony,warmup2
433,redwood,NA,10,warmup/bonsai.jpg,redwood|sequoia,This is a,NA,NA,trees,patricia,bonsai,yes,Please label the pictures below.,NA,NA,28,NA,NA,warmup/sequoia.jpg,trees,NA,NA,NA,NA,trees,NA,2,1566833149190,1,NA,This is a,NA,These are both,NA,bonsai,warmup2
433,daisy,NA,10,warmup/sunflower.png,dandelion,This is a,NA,NA,flowers,patricia,sunflower,yes,Please label the pictures below.,NA,NA,28,NA,NA,warmup/dandelion.jpg,flowers,NA,NA,NA,NA,flowers,NA,3,1566833149190,1,NA,This is a,NA,These are both,NA,sunflower,warmup2
433,dandelion,NA,10,warmup/sunflower.png,dandelion,This is a,NA,NA,flowers,patricia,sunflower,yes,Please label the pictures below.,NA,NA,28,NA,NA,warmup/dandelion.jpg,flowers,NA,NA,NA,NA,flowers,NA,3,1566833149190,2,NA,This is a,NA,These are both,NA,SUNFLOWER,warmup2
433,NA,images/tree-parade.png,10,NA,NA,That's a big,NA,NA,trees,patricia,NA,yes,This one is also in the landscape.,prenominal,You say to your friend:,28,redwood,NA,NA,NA,NA,NA,NA,NA,NA,You see the following items in a landscape.,1,1566833149190,NA,images/sequoia.png,NA,NA,NA,big,NA,main2
433,NA,images/flower-parade.png,10,NA,NA,That's a big,NA,NA,flowers,patricia,NA,yes,This one is also in the collection.,prenominal,You say to your friend:,28,dandelion,NA,NA,NA,NA,NA,NA,NA,NA,You see a collection of plants.,2,1566833149190,NA,images/peony.png,NA,NA,NA,big,NA,main2
433,NA,images/flower-parade2.png,10,NA,NA,That's a small,NA,NA,flowers,patricia,NA,yes,This one is also in the collection.,prenominal,You say to your friend:,28,daisy,NA,NA,NA,NA,NA,NA,NA,NA,You see a collection of plants.,3,1566833149190,NA,images/dandelion.png,NA,NA,NA,small,NA,main2
432,hummingbird,NA,10,warmup/eagle.jpg,hummingbird,This is a,I had no problems,2,birds,sarah,eagle,yes,Please label the pictures below.,NA,NA,37,NA,"I have none, thanks!",warmup/colibri.jpg,birds,graduated_college,english,male,NA,birds,NA,1,1566832610147,1,NA,This is an,1,These are both,NA,eagle,warmup1
432,tuna,NA,10,warmup/clownfish.jpg,tuna,This is a,I had no problems,2,fish,sarah,clownfish,yes,Please label the pictures below.,NA,NA,37,NA,"I have none, thanks!",warmup/tuna.jpg,fish,graduated_college,english,male,NA,fish,NA,2,1566832610147,1,NA,This is a,1,These are both,NA,nemo,warmup1
432,tuna,NA,10,warmup/clownfish.jpg,tuna,This is a,I had no problems,2,fish,sarah,clownfish,yes,Please label the pictures below.,NA,NA,37,NA,"I have none, thanks!",warmup/tuna.jpg,fish,graduated_college,english,male,NA,fish,NA,2,1566832610147,2,NA,This is a,1,These are both,NA,clownfish,warmup1
432,swordfish,NA,10,warmup/goldfish.png,swordfish,This is a,I had no problems,2,fish,sarah,goldfish,yes,Please label the pictures below.,NA,NA,37,NA,"I have none, thanks!",warmup/swordfish.jpg,fish,graduated_college,english,male,NA,fish,NA,3,1566832610147,1,NA,This is a,1,These are both,NA,goldfish,warmup1
432,NA,images/fish-parade2.png,10,NA,NA,That's a small,I had no problems,2,fish,sarah,NA,yes,This one is also in the parade.,prenominal,You say to your friend:,37,clownfish,"I have none, thanks!",NA,NA,graduated_college,english,male,NA,NA,You see a parade of animals.,1,1566832610147,NA,images/clownfish.png,NA,1,NA,small,NA,main1
432,NA,images/bird-parade2.png,10,NA,NA,That's a big,I had no problems,2,birds,sarah,NA,yes,This one is also in the parade.,prenominal,You say to your friend:,37,eagle,"I have none, thanks!",NA,NA,graduated_college,english,male,NA,NA,You see a parade of animals.,2,1566832610147,NA,images/eagle.png,NA,1,NA,big,NA,main1
432,NA,images/fish-parade.png,10,NA,NA,That's a small,I had no problems,2,fish,sarah,NA,yes,This one is also in the parade.,prenominal,You say to your friend:,37,goldfish,"I have none, thanks!",NA,NA,graduated_college,english,male,NA,NA,You see a parade of animals.,3,1566832610147,NA,images/goldfish.png,NA,1,NA,small,NA,main1
432,dog,NA,10,warmup/great-dane.jpg,pug,This is a,I had no problems,2,dogs,sarah,great dane,yes,Please label the pictures below.,NA,NA,37,NA,"I have none, thanks!",warmup/pug.jpg,dogs,graduated_college,english,male,NA,dogs,NA,1,1566832610147,1,NA,This is a,1,These are both,NA,great dane,warmup2
432,pug,NA,10,warmup/great-dane.jpg,pug,This is a,I had no problems,2,dogs,sarah,great dane,yes,Please label the pictures below.,NA,NA,37,NA,"I have none, thanks!",warmup/pug.jpg,dogs,graduated_college,english,male,NA,dogs,NA,1,1566832610147,2,NA,This is a,1,These are both,NA,great dane,warmup2
432,swan,NA,10,warmup/canary.jpg,swan,This is a,I had no problems,2,birds,sarah,canary,yes,Please label the pictures below.,NA,NA,37,NA,"I have none, thanks!",warmup/swan.jpg,birds,graduated_college,english,male,NA,birds,NA,2,1566832610147,1,NA,This is a,1,These are both,NA,wren,warmup2
432,swan,NA,10,warmup/canary.jpg,swan,This is a,I had no problems,2,birds,sarah,canary,yes,Please label the pictures below.,NA,NA,37,NA,"I have none, thanks!",warmup/swan.jpg,birds,graduated_college,english,male,NA,birds,NA,2,1566832610147,2,NA,This is a,1,These are both,NA,canary,warmup2
432,daisy,NA,10,warmup/sunflower.png,dandelion,This is a,I had no problems,2,flowers,sarah,sunflower,yes,Please label the pictures below.,NA,NA,37,NA,"I have none, thanks!",warmup/dandelion.jpg,flower,graduated_college,english,male,NA,flowers,NA,3,1566832610147,1,NA,This is a,1,These are both,NA,sunflower,warmup2
432,dandelion,NA,10,warmup/sunflower.png,dandelion,This is a,I had no problems,2,flowers,sarah,sunflower,yes,Please label the pictures below.,NA,NA,37,NA,"I have none, thanks!",warmup/dandelion.jpg,flowers,graduated_college,english,male,NA,flowers,NA,3,1566832610147,2,NA,This is a,1,These are both,NA,sunflower,warmup2
432,NA,images/flower-parade2.png,10,NA,NA,That's a big,I had no problems,2,flowers,sarah,NA,yes,This one is also in the collection.,prenominal,You say to your friend:,37,sunflower,"I have none, thanks!",NA,NA,graduated_college,english,male,NA,NA,You see a collection of plants.,1,1566832610147,NA,images/sunflower.png,NA,1,NA,big,NA,main2
432,NA,images/bird-parade3.png,10,NA,NA,That's a small,I had no problems,2,birds,sarah,NA,yes,This one is also in the parade.,prenominal,You say to your friend:,37,canary,"I have none, thanks!",NA,NA,graduated_college,english,male,NA,NA,You see a parade of animals.,2,1566832610147,NA,images/canary.png,NA,1,NA,small,NA,main2
432,NA,images/dog-parade2.png,10,NA,NA,That's a big,I had no problems,2,dogs,sarah,NA,yes,This one is also in the parade.,prenominal,You say to your friend:,37,great dane,"I have none, thanks!",NA,NA,graduated_college,english,male,NA,NA,You see a parade of animals.,3,1566832610147,NA,images/great-dane.png,NA,1,NA,big,NA,main2
431,kingfish,NA,10,warmup/goldfish.png,swordfish,This is a,no problems,2,fish,sarah,goldfish,yes,Please label the pictures below.,NA,NA,67,NA,NA,warmup/swordfish.jpg,fish,some_college,english,female,NA,fish,NA,1,1566832853898,1,NA,This is a,1,These are both,NA,goldfish,warmup1
431,swordfish,NA,10,warmup/goldfish.png,swordfish,This is a,no problems,2,fish,sarah,goldfish,yes,Please label the pictures below.,NA,NA,67,NA,NA,warmup/swordfish.jpg,fish,some_college,english,female,NA,fish,NA,1,1566832853898,2,NA,This is a,1,These are both,NA,goldfish,warmup1
431,swan,NA,10,warmup/canary.jpg,swan,This is a,no problems,2,birds,sarah,canary,yes,Please label the pictures below.,NA,NA,67,NA,NA,warmup/swan.jpg,birds,some_college,english,female,NA,birds,NA,2,1566832853898,1,NA,This is a,1,These are both,NA,canary,warmup1
431,redwood,NA,10,warmup/bonsai.jpg,redwood|sequoia,This is a,no problems,2,trees,sarah,bonsai,yes,Please label the pictures below.,NA,NA,67,NA,NA,warmup/sequoia.jpg,trees,some_college,english,female,NA,trees,NA,3,1566832853898,1,NA,This is a,1,These are both,NA,japanese,warmup1
431,redwood,NA,10,warmup/bonsai.jpg,redwood|sequoia,This is a,no problems,2,trees,sarah,bonsai,yes,Please label the pictures below.,NA,NA,67,NA,NA,warmup/sequoia.jpg,trees,some_college,english,female,NA,trees,NA,3,1566832853898,2,NA,This is a,1,These are both,NA,bonsai,warmup1
431,NA,images/fish-parade.png,10,NA,NA,That's a big,no problems,2,fish,sarah,NA,yes,This one is also in the parade.,prenominal,You say to your friend:,67,fish,NA,NA,NA,some_college,english,female,NA,NA,You see a parade of animals.,1,1566832853898,NA,images/swordfish.png,NA,1,NA,big,NA,main1
431,NA,images/bird-parade3.png,10,NA,NA,That's a big,no problems,2,birds,sarah,NA,yes,This one is also in the parade.,prenominal,You say to your friend:,67,swan,NA,NA,NA,some_college,english,female,NA,NA,You see a parade of animals.,2,1566832853898,NA,images/swan.png,NA,1,NA,big,NA,main1
431,NA,images/tree-parade.png,10,NA,NA,That's a big,no problems,2,trees,sarah,NA,yes,This one is also in the landscape.,prenominal,You say to your friend:,67,tree,NA,NA,NA,some_college,english,female,NA,NA,You see the following items in a landscape.,3,1566832853898,NA,images/sequoia.png,NA,1,NA,big,NA,main1
431,chihuahua,NA,10,warmup/doberman.png,chihuahua,This is a,no problems,2,dogs,sarah,doberman,yes,Please label the pictures below.,NA,NA,67,NA,NA,warmup/chihuahua.jpg,dogs,some_college,english,female,NA,dogs,NA,1,1566832853898,1,NA,This is a,1,These are both,NA,great dane,warmup2
