submission_id,response1,context_picture,experiment_id,picture2,correct1,question1,problems,enjoyment,item,botresponse,correct2,understand,text,condition,sentence,age,response,comments,picture1,response3,education,languages,sex,RT,correct3,context,trial_number,startTime,attempts,picture,question3,fairprice,question2,size,response2,trial_name
267,parrot,NA,7,warmup/eagle.jpg,hummingbird,This is a,NA,1,birds,patricia,eagle,yes,Please label the pictures below.,NA,NA,32,NA,NA,warmup/colibri.jpg,birds,graduated_college,english,male,NA,birds,NA,1,1565296136046,1,NA,This is an,1.5,These are both,NA,eagle,warmup1
267,hummingbird,NA,7,warmup/eagle.jpg,hummingbird,This is a,NA,1,birds,patricia,eagle,yes,Please label the pictures below.,NA,NA,32,NA,NA,warmup/colibri.jpg,birds,graduated_college,english,male,NA,birds,NA,1,1565296136046,2,NA,This is an,1.5,These are both,NA,eagle,warmup1
267,gease,NA,7,warmup/canary.jpg,swan,This is a,NA,1,birds,patricia,canary,yes,Please label the pictures below.,NA,NA,32,NA,NA,warmup/swan.jpg,birds,graduated_college,english,male,NA,birds,NA,2,1565296136046,1,NA,This is a,1.5,These are both,NA,chick,warmup1
267,swan,NA,7,warmup/canary.jpg,swan,This is a,NA,1,birds,patricia,canary,yes,Please label the pictures below.,NA,NA,32,NA,NA,warmup/swan.jpg,birds,graduated_college,english,male,NA,birds,NA,2,1565296136046,2,NA,This is a,1.5,These are both,NA,canary,warmup1
267,tree,NA,7,warmup/bonsai.jpg,redwood|sequoia,This is a,NA,1,trees,patricia,bonsai,yes,Please label the pictures below.,NA,NA,32,NA,NA,warmup/sequoia.jpg,plants,graduated_college,english,male,NA,trees,NA,3,1565296136046,1,NA,This is a,1.5,These are both,NA,plant,warmup1
267,redwood,NA,7,warmup/bonsai.jpg,redwood|sequoia,This is a,NA,1,trees,patricia,bonsai,yes,Please label the pictures below.,NA,NA,32,NA,NA,warmup/sequoia.jpg,trees,graduated_college,english,male,NA,trees,NA,3,1565296136046,2,NA,This is a,1.5,These are both,NA,bonsai,warmup1
267,NA,images/bird-parade2.png,7,NA,NA,That's a big,NA,1,birds,patricia,NA,yes,This one is also in the parade.,prenominal,You say to your friend:,32,bird,NA,NA,NA,graduated_college,english,male,NA,NA,You see a parade of animals.,1,1565296136046,NA,images/eagle.png,NA,1.5,NA,big,NA,main1
267,NA,images/bird-parade3.png,7,NA,NA,That's a big,NA,1,birds,patricia,NA,yes,This one is also in the parade.,prenominal,You say to your friend:,32,swan,NA,NA,NA,graduated_college,english,male,NA,NA,You see a parade of animals.,2,1565296136046,NA,images/swan.png,NA,1.5,NA,big,NA,main1
267,NA,images/tree-parade.png,7,NA,NA,That's a small,NA,1,trees,patricia,NA,yes,This one is also in the landscape.,prenominal,You say to your friend:,32,tree,NA,NA,NA,graduated_college,english,male,NA,NA,You see the following items in a landscape.,3,1565296136046,NA,images/bonsai.png,NA,1.5,NA,small,NA,main1
267,bulldog,NA,7,warmup/great-dane.jpg,pug,This is a,NA,1,dogs,patricia,great dane,yes,Please label the pictures below.,NA,NA,32,NA,NA,warmup/pug.jpg,dogs,graduated_college,english,male,NA,dogs,NA,1,1565296136046,1,NA,This is a,1.5,These are both,NA,canine,warmup2
267,pug,NA,7,warmup/great-dane.jpg,pug,This is a,NA,1,dogs,patricia,great dane,yes,Please label the pictures below.,NA,NA,32,NA,NA,warmup/pug.jpg,dogs,graduated_college,english,male,NA,dogs,NA,1,1565296136046,2,NA,This is a,1.5,These are both,NA,great dane,warmup2
267,dolphin,NA,7,warmup/goldfish.png,swordfish,This is a,NA,1,fish,patricia,goldfish,yes,Please label the pictures below.,NA,NA,32,NA,NA,warmup/swordfish.jpg,fish,graduated_college,english,male,NA,fish,NA,2,1565296136046,1,NA,This is a,1.5,These are both,NA,fish,warmup2
